"user_id","persona","signup_date"
105,"TargetedShopper",2025-10-24
106,"DealHunter",2025-01-01
107,"DealHunter",2024-06-03
108,"TargetedShopper",2024-12-16
109,"TargetedShopper",2025-02-10
110,"HighIntent",2025-08-09
111,"DealHunter",2024-03-21
112,"Explorer",2025-04-30
113,"DealHunter",2025-05-24
114,"DealHunter",2024-12-10
115,"Explorer",2024-02-11
116,"Explorer",2024-08-22
117,"Explorer",2024-01-12
118,"DealHunter",2025-08-24
119,"TargetedShopper",2025-01-04
120,"Explorer",2024-02-03
121,"DealHunter",2024-07-30
122,"DealHunter",2024-02-26
123,"DealHunter",2025-08-25
124,"TargetedShopper",2024-08-04
125,"DealHunter",2025-10-30
126,"DealHunter",2025-06-10
127,"HighIntent",2024-10-08
128,"DealHunter",2024-04-08
129,"Explorer",2025-04-01
130,"DealHunter",2025-05-31
131,"Explorer",2024-03-17
132,"DealHunter",2025-01-25
133,"Explorer",2025-09-20
134,"TargetedShopper",2025-09-13
135,"Explorer",2024-10-05
136,"TargetedShopper",2024-03-27
137,"HighIntent",2024-07-05
138,"Explorer",2025-02-17
139,"Explorer",2024-03-09
140,"DealHunter",2025-06-12
141,"TargetedShopper",2025-03-14
142,"HighIntent",2025-09-24
143,"Explorer",2025-08-27
144,"HighIntent",2025-09-17
145,"Explorer",2024-02-01
146,"DealHunter",2025-05-26
147,"Explorer",2024-03-24
148,"Explorer",2025-02-06
149,"Explorer",2024-05-06
150,"DealHunter",2024-08-13
151,"DealHunter",2024-11-22
152,"DealHunter",2025-05-25
153,"Explorer",2024-11-01
154,"DealHunter",2024-04-29
155,"HighIntent",2025-03-19
156,"TargetedShopper",2024-03-27
157,"Explorer",2024-10-14
158,"Explorer",2024-05-05
159,"Explorer",2024-07-10
160,"DealHunter",2024-12-16
161,"Explorer",2024-02-19
162,"Explorer",2024-07-22
163,"HighIntent",2025-02-07
164,"Explorer",2024-04-13
165,"TargetedShopper",2024-10-08
166,"HighIntent",2024-01-11
167,"Explorer",2024-03-29
168,"Explorer",2024-06-28
169,"TargetedShopper",2024-01-13
170,"TargetedShopper",2025-09-17
171,"TargetedShopper",2025-03-05
172,"TargetedShopper",2025-08-10
173,"HighIntent",2025-02-01
174,"DealHunter",2024-01-17
175,"Explorer",2025-05-13
176,"TargetedShopper",2024-08-08
177,"Explorer",2024-06-15
178,"Explorer",2024-06-10
179,"DealHunter",2025-07-05
180,"TargetedShopper",2024-10-20
181,"DealHunter",2025-02-06
182,"DealHunter",2025-03-01
183,"Explorer",2024-11-05
184,"HighIntent",2025-03-03
185,"HighIntent",2024-10-25
186,"DealHunter",2025-07-17
187,"TargetedShopper",2025-04-27
188,"HighIntent",2025-02-27
189,"Explorer",2025-10-20
190,"Explorer",2024-09-17
191,"Explorer",2024-02-21
192,"DealHunter",2025-07-30
193,"Explorer",2024-07-19
194,"TargetedShopper",2025-10-25
195,"Explorer",2025-02-06
196,"HighIntent",2025-05-21
197,"Explorer",2025-01-03
198,"Explorer",2024-04-28
199,"TargetedShopper",2025-07-18
200,"Explorer",2024-04-18
201,"DealHunter",2024-08-19
202,"Explorer",2024-12-13
203,"TargetedShopper",2025-07-17
204,"Explorer",2024-10-19
205,"DealHunter",2024-05-03
206,"DealHunter",2024-07-08
207,"TargetedShopper",2024-09-22
208,"TargetedShopper",2024-06-16
209,"Explorer",2024-01-20
210,"TargetedShopper",2025-02-02
211,"TargetedShopper",2025-08-31
212,"HighIntent",2025-09-25
213,"Explorer",2024-11-08
214,"DealHunter",2025-03-01
215,"HighIntent",2025-09-06
216,"HighIntent",2025-10-07
217,"TargetedShopper",2024-11-08
218,"Explorer",2025-03-20
219,"DealHunter",2025-04-05
220,"DealHunter",2024-10-22
221,"Explorer",2024-10-19
222,"Explorer",2025-04-13
223,"Explorer",2025-07-05
224,"TargetedShopper",2024-02-14
225,"TargetedShopper",2024-02-11
226,"Explorer",2024-04-22
227,"Explorer",2024-05-01
228,"TargetedShopper",2024-11-02
229,"TargetedShopper",2024-06-29
230,"Explorer",2024-03-28
231,"DealHunter",2024-05-12
232,"Explorer",2024-04-14
233,"Explorer",2025-10-02
234,"HighIntent",2024-07-15
235,"TargetedShopper",2024-05-10
236,"HighIntent",2025-02-07
237,"TargetedShopper",2025-03-08
238,"Explorer",2025-10-12
239,"TargetedShopper",2025-05-24
240,"TargetedShopper",2024-05-13
241,"Explorer",2025-10-06
242,"Explorer",2024-01-21
243,"Explorer",2024-08-12
244,"DealHunter",2025-05-31
245,"Explorer",2025-10-20
246,"Explorer",2025-10-29
247,"Explorer",2024-11-26
248,"Explorer",2025-04-01
249,"TargetedShopper",2024-07-27
250,"TargetedShopper",2024-01-08
251,"TargetedShopper",2025-03-29
252,"HighIntent",2024-01-19
253,"Explorer",2024-08-06
254,"DealHunter",2024-11-02
255,"TargetedShopper",2024-05-22
256,"TargetedShopper",2025-04-09
257,"Explorer",2024-10-28
258,"Explorer",2025-02-18
259,"TargetedShopper",2025-05-17
260,"TargetedShopper",2024-11-30
261,"DealHunter",2024-03-01
262,"TargetedShopper",2024-01-11
263,"TargetedShopper",2024-01-07
264,"Explorer",2025-02-28
265,"Explorer",2025-03-20
266,"Explorer",2025-09-10
267,"Explorer",2025-02-02
268,"DealHunter",2025-10-15
269,"Explorer",2025-03-23
270,"TargetedShopper",2025-05-03
271,"HighIntent",2024-02-29
272,"TargetedShopper",2025-04-25
273,"Explorer",2024-03-16
274,"Explorer",2025-10-09
275,"TargetedShopper",2024-01-15
276,"DealHunter",2025-02-25
277,"Explorer",2025-06-23
278,"HighIntent",2024-02-18
279,"DealHunter",2025-02-28
280,"TargetedShopper",2024-11-13
281,"Explorer",2024-07-24
282,"DealHunter",2024-10-30
283,"Explorer",2025-04-06
284,"TargetedShopper",2025-02-04
285,"DealHunter",2024-09-29
286,"DealHunter",2025-03-06
287,"DealHunter",2024-11-07
288,"TargetedShopper",2024-04-05
289,"TargetedShopper",2024-02-18
290,"Explorer",2024-12-05
291,"Explorer",2024-07-20
292,"DealHunter",2024-07-30
293,"Explorer",2025-08-12
294,"TargetedShopper",2025-06-08
295,"DealHunter",2025-05-25
296,"HighIntent",2024-05-01
297,"DealHunter",2024-11-29
298,"TargetedShopper",2025-06-24
299,"TargetedShopper",2024-03-07
300,"DealHunter",2024-09-17
301,"Explorer",2024-06-04
302,"Explorer",2024-04-06
303,"TargetedShopper",2025-04-01
304,"Explorer",2025-01-29
305,"TargetedShopper",2025-01-25
306,"TargetedShopper",2025-09-14
307,"Explorer",2024-05-27
308,"Explorer",2025-09-12
309,"TargetedShopper",2024-11-19
310,"Explorer",2024-01-06
311,"DealHunter",2025-03-07
312,"Explorer",2024-02-25
313,"DealHunter",2025-09-28
314,"Explorer",2025-05-15
315,"DealHunter",2024-10-24
316,"Explorer",2024-04-30
317,"DealHunter",2025-07-20
318,"TargetedShopper",2024-03-26
319,"HighIntent",2024-03-21
320,"Explorer",2025-01-17
321,"TargetedShopper",2025-05-15
322,"HighIntent",2025-08-13
323,"HighIntent",2024-11-03
324,"TargetedShopper",2024-02-08
325,"TargetedShopper",2025-03-11
326,"DealHunter",2024-03-29
327,"TargetedShopper",2024-03-29
328,"HighIntent",2024-03-26
329,"Explorer",2024-09-16
330,"DealHunter",2025-07-14
331,"Explorer",2025-03-28
332,"TargetedShopper",2025-09-23
333,"TargetedShopper",2024-09-10
334,"Explorer",2024-03-19
335,"TargetedShopper",2025-07-05
336,"Explorer",2024-04-06
337,"Explorer",2025-02-26
338,"HighIntent",2025-07-22
339,"DealHunter",2025-08-02
340,"DealHunter",2025-05-17
341,"DealHunter",2024-05-19
342,"DealHunter",2025-03-10
343,"DealHunter",2024-07-25
344,"DealHunter",2024-02-26
345,"TargetedShopper",2025-05-04
346,"Explorer",2024-09-03
347,"DealHunter",2024-03-27
348,"TargetedShopper",2025-02-26
349,"HighIntent",2024-08-28
350,"TargetedShopper",2025-04-02
351,"DealHunter",2024-04-30
352,"TargetedShopper",2024-04-14
353,"Explorer",2025-01-02
354,"DealHunter",2025-03-19
355,"DealHunter",2025-01-19
356,"Explorer",2024-05-30
357,"Explorer",2025-09-30
358,"DealHunter",2024-07-27
359,"Explorer",2025-02-08
360,"Explorer",2025-08-04
361,"DealHunter",2024-08-07
362,"Explorer",2024-11-21
363,"DealHunter",2024-08-12
364,"TargetedShopper",2025-03-19
365,"HighIntent",2024-11-01
366,"Explorer",2025-09-05
367,"DealHunter",2024-10-05
368,"TargetedShopper",2025-10-25
369,"Explorer",2024-08-30
370,"TargetedShopper",2025-08-14
371,"Explorer",2025-01-24
372,"Explorer",2024-01-05
373,"DealHunter",2024-10-25
374,"HighIntent",2025-03-21
375,"DealHunter",2024-05-08
376,"DealHunter",2025-08-24
377,"DealHunter",2024-06-07
378,"HighIntent",2024-11-06
379,"TargetedShopper",2024-05-30
380,"DealHunter",2025-03-22
381,"DealHunter",2025-04-06
382,"TargetedShopper",2024-11-19
383,"DealHunter",2024-02-08
384,"Explorer",2025-05-07
385,"DealHunter",2024-10-18
386,"DealHunter",2025-08-15
387,"TargetedShopper",2025-01-25
388,"TargetedShopper",2025-05-07
389,"TargetedShopper",2025-09-07
390,"Explorer",2024-04-21
391,"DealHunter",2024-09-21
392,"Explorer",2024-02-24
393,"DealHunter",2024-10-02
394,"HighIntent",2024-02-20
395,"HighIntent",2024-08-28
396,"Explorer",2024-12-12
397,"TargetedShopper",2024-04-26
398,"TargetedShopper",2024-04-04
399,"TargetedShopper",2024-01-19
400,"TargetedShopper",2025-06-06
401,"TargetedShopper",2025-07-26
402,"TargetedShopper",2024-01-22
403,"Explorer",2025-09-22
404,"DealHunter",2024-02-27
405,"Explorer",2025-10-05
406,"TargetedShopper",2024-06-07
407,"TargetedShopper",2024-03-30
408,"TargetedShopper",2025-03-17
409,"TargetedShopper",2025-03-10
410,"Explorer",2025-05-12
411,"Explorer",2024-03-21
412,"Explorer",2025-02-16
413,"Explorer",2024-01-27
414,"Explorer",2024-08-29
415,"DealHunter",2025-01-02
416,"TargetedShopper",2024-04-04
417,"Explorer",2024-10-14
418,"TargetedShopper",2024-05-17
419,"DealHunter",2024-05-25
420,"HighIntent",2024-12-16
421,"DealHunter",2025-09-13
422,"TargetedShopper",2024-03-19
423,"TargetedShopper",2025-08-11
424,"DealHunter",2025-03-12
425,"DealHunter",2025-09-05
426,"Explorer",2024-01-25
427,"Explorer",2024-07-20
428,"DealHunter",2024-12-05
429,"TargetedShopper",2025-09-03
430,"TargetedShopper",2024-12-08
431,"DealHunter",2024-02-19
432,"Explorer",2025-06-29
433,"DealHunter",2025-04-15
434,"Explorer",2025-09-19
435,"DealHunter",2025-05-23
436,"Explorer",2024-12-10
437,"TargetedShopper",2024-05-31
438,"Explorer",2025-10-14
439,"DealHunter",2025-03-12
440,"DealHunter",2024-03-04
441,"TargetedShopper",2025-01-18
442,"Explorer",2024-07-11
443,"TargetedShopper",2025-08-08
444,"Explorer",2025-09-26
445,"TargetedShopper",2024-07-06
446,"DealHunter",2024-05-30
447,"TargetedShopper",2025-05-03
448,"TargetedShopper",2025-05-20
449,"Explorer",2024-11-15
450,"TargetedShopper",2024-02-23
451,"TargetedShopper",2024-05-16
452,"DealHunter",2024-10-15
453,"Explorer",2025-09-15
454,"HighIntent",2024-08-16
455,"TargetedShopper",2024-11-12
456,"TargetedShopper",2025-01-22
457,"TargetedShopper",2025-05-06
458,"Explorer",2024-05-31
459,"TargetedShopper",2025-04-25
460,"HighIntent",2024-07-19
461,"DealHunter",2024-06-21
462,"TargetedShopper",2025-07-02
463,"Explorer",2025-05-10
464,"Explorer",2024-06-18
465,"DealHunter",2024-12-18
466,"TargetedShopper",2024-12-12
467,"Explorer",2024-08-15
468,"Explorer",2025-04-13
469,"Explorer",2024-09-22
470,"DealHunter",2024-04-07
471,"Explorer",2024-05-17
472,"DealHunter",2024-12-20
473,"Explorer",2024-11-26
474,"Explorer",2025-02-25
475,"DealHunter",2025-05-12
476,"Explorer",2024-03-03
477,"TargetedShopper",2025-04-12
478,"Explorer",2024-09-26
479,"DealHunter",2025-05-21
480,"TargetedShopper",2024-05-04
481,"TargetedShopper",2025-07-22
482,"DealHunter",2025-02-17
483,"Explorer",2025-02-01
484,"Explorer",2025-01-01
485,"HighIntent",2024-07-06
486,"HighIntent",2025-05-02
487,"TargetedShopper",2024-07-28
488,"DealHunter",2025-05-11
489,"Explorer",2024-08-12
490,"Explorer",2024-07-28
491,"Explorer",2024-02-20
492,"DealHunter",2024-03-18
493,"DealHunter",2025-09-24
494,"Explorer",2025-09-04
495,"DealHunter",2024-01-12
496,"Explorer",2024-10-02
497,"Explorer",2024-04-18
498,"Explorer",2024-08-14
499,"HighIntent",2024-01-25
500,"Explorer",2025-09-22
501,"DealHunter",2025-07-14
502,"TargetedShopper",2024-05-24
503,"DealHunter",2025-06-16
504,"DealHunter",2025-06-27
505,"DealHunter",2024-01-13
506,"HighIntent",2025-03-06
507,"DealHunter",2024-10-04
508,"TargetedShopper",2024-05-09
509,"Explorer",2025-07-19
510,"Explorer",2025-01-20
511,"HighIntent",2024-11-27
512,"DealHunter",2025-01-14
513,"Explorer",2025-07-13
514,"Explorer",2024-03-30
515,"DealHunter",2024-12-05
516,"TargetedShopper",2024-12-02
517,"DealHunter",2025-01-09
518,"Explorer",2025-02-24
519,"HighIntent",2024-10-22
520,"Explorer",2024-06-14
521,"TargetedShopper",2024-10-10
522,"Explorer",2024-07-06
523,"TargetedShopper",2025-07-07
524,"DealHunter",2025-09-08
525,"Explorer",2024-04-23
526,"Explorer",2024-09-11
527,"Explorer",2024-06-25
528,"DealHunter",2025-01-30
529,"Explorer",2025-04-18
530,"Explorer",2025-04-30
531,"HighIntent",2025-03-03
532,"HighIntent",2024-04-08
533,"HighIntent",2024-03-30
534,"Explorer",2024-05-04
535,"TargetedShopper",2024-12-08
536,"Explorer",2024-07-13
537,"DealHunter",2025-09-02
538,"Explorer",2024-05-14
539,"TargetedShopper",2025-04-12
540,"TargetedShopper",2024-07-17
541,"TargetedShopper",2025-07-18
542,"DealHunter",2024-05-26
543,"TargetedShopper",2025-05-08
544,"TargetedShopper",2025-03-09
545,"Explorer",2024-10-23
546,"DealHunter",2025-02-12
547,"DealHunter",2025-01-22
548,"DealHunter",2024-03-07
549,"Explorer",2025-03-11
550,"DealHunter",2024-06-05
551,"TargetedShopper",2024-10-23
552,"DealHunter",2024-08-24
553,"TargetedShopper",2024-05-04
554,"DealHunter",2025-01-17
555,"DealHunter",2025-01-13
556,"Explorer",2024-04-14
557,"DealHunter",2024-07-04
558,"TargetedShopper",2024-07-18
559,"Explorer",2025-01-20
560,"Explorer",2024-08-11
561,"TargetedShopper",2025-07-31
562,"Explorer",2025-10-27
563,"Explorer",2024-01-06
564,"DealHunter",2024-06-06
565,"DealHunter",2025-04-08
566,"HighIntent",2024-11-11
567,"Explorer",2024-03-25
568,"TargetedShopper",2025-09-23
569,"Explorer",2024-03-11
570,"TargetedShopper",2024-04-15
571,"HighIntent",2025-08-13
572,"DealHunter",2024-06-17
573,"Explorer",2025-06-14
574,"TargetedShopper",2025-08-02
575,"TargetedShopper",2024-06-25
576,"DealHunter",2025-10-31
577,"TargetedShopper",2025-03-22
578,"DealHunter",2024-08-21
579,"Explorer",2025-10-27
580,"DealHunter",2024-03-05
581,"Explorer",2025-10-15
582,"TargetedShopper",2024-01-28
583,"Explorer",2025-02-13
584,"Explorer",2024-12-10
585,"DealHunter",2024-10-16
586,"TargetedShopper",2024-03-19
587,"TargetedShopper",2024-01-16
588,"TargetedShopper",2025-01-01
589,"Explorer",2025-09-19
590,"Explorer",2025-10-02
591,"DealHunter",2025-05-06
592,"Explorer",2025-08-01
593,"DealHunter",2024-05-16
594,"Explorer",2024-07-31
595,"TargetedShopper",2025-09-17
596,"DealHunter",2024-11-16
597,"Explorer",2024-06-08
598,"TargetedShopper",2024-07-16
599,"HighIntent",2024-05-17
600,"DealHunter",2024-01-26
601,"Explorer",2024-12-03
602,"DealHunter",2025-10-28
603,"TargetedShopper",2024-10-29
604,"TargetedShopper",2025-05-30
605,"TargetedShopper",2025-05-08
606,"TargetedShopper",2024-03-15
607,"Explorer",2024-11-09
608,"TargetedShopper",2024-06-09
609,"Explorer",2025-07-09
610,"TargetedShopper",2025-08-27
611,"TargetedShopper",2025-01-01
612,"DealHunter",2024-02-19
613,"HighIntent",2025-09-18
614,"TargetedShopper",2025-06-20
615,"Explorer",2024-12-15
616,"HighIntent",2025-01-19
617,"Explorer",2024-11-12
618,"TargetedShopper",2024-03-17
619,"DealHunter",2024-08-10
620,"Explorer",2025-09-03
621,"DealHunter",2024-02-04
622,"DealHunter",2024-01-10
623,"Explorer",2024-06-05
624,"Explorer",2025-03-15
625,"DealHunter",2025-03-22
626,"DealHunter",2024-02-22
627,"TargetedShopper",2024-11-22
628,"TargetedShopper",2025-06-07
629,"Explorer",2024-02-08
630,"Explorer",2024-07-24
631,"DealHunter",2025-07-25
632,"TargetedShopper",2024-06-26
633,"DealHunter",2025-02-01
634,"TargetedShopper",2025-01-18
635,"Explorer",2024-06-21
636,"DealHunter",2025-02-16
637,"Explorer",2024-07-26
638,"Explorer",2025-02-08
639,"HighIntent",2024-06-04
640,"DealHunter",2025-04-13
641,"DealHunter",2025-04-16
642,"Explorer",2024-01-04
643,"DealHunter",2024-01-22
644,"Explorer",2025-09-17
645,"TargetedShopper",2025-04-22
646,"HighIntent",2025-02-28
647,"Explorer",2024-02-15
648,"HighIntent",2024-01-21
649,"DealHunter",2025-01-13
650,"Explorer",2025-04-14
651,"TargetedShopper",2025-09-03
652,"DealHunter",2025-02-24
653,"TargetedShopper",2024-04-28
654,"TargetedShopper",2025-02-27
655,"DealHunter",2024-01-23
656,"DealHunter",2025-10-19
657,"DealHunter",2025-01-31
658,"TargetedShopper",2024-11-26
659,"Explorer",2025-04-17
660,"DealHunter",2024-11-06
661,"Explorer",2025-07-06
662,"HighIntent",2024-02-07
663,"Explorer",2025-02-02
664,"HighIntent",2024-08-24
665,"DealHunter",2024-06-25
666,"Explorer",2024-06-19
667,"Explorer",2025-01-29
668,"TargetedShopper",2024-04-15
669,"HighIntent",2024-10-12
670,"TargetedShopper",2024-12-20
671,"TargetedShopper",2024-10-21
672,"Explorer",2024-09-23
673,"Explorer",2025-09-12
674,"DealHunter",2025-07-02
675,"TargetedShopper",2024-06-10
676,"DealHunter",2025-02-07
677,"TargetedShopper",2024-03-16
678,"Explorer",2025-06-06
679,"Explorer",2024-11-07
680,"Explorer",2025-07-04
681,"DealHunter",2025-05-26
682,"DealHunter",2024-09-02
683,"HighIntent",2024-11-19
684,"HighIntent",2025-05-04
685,"TargetedShopper",2024-03-16
686,"DealHunter",2024-11-14
687,"Explorer",2024-07-21
688,"Explorer",2024-11-25
689,"TargetedShopper",2024-07-09
690,"Explorer",2024-04-01
691,"TargetedShopper",2025-02-11
692,"HighIntent",2024-10-07
693,"DealHunter",2024-03-17
694,"DealHunter",2025-02-28
695,"Explorer",2025-09-16
696,"HighIntent",2024-07-05
697,"Explorer",2025-04-01
698,"TargetedShopper",2025-07-26
699,"DealHunter",2024-04-03
700,"Explorer",2025-03-17
701,"DealHunter",2025-06-17
702,"Explorer",2024-11-08
703,"TargetedShopper",2025-10-27
704,"Explorer",2024-07-23
705,"Explorer",2024-05-21
706,"HighIntent",2024-06-28
707,"DealHunter",2024-06-18
708,"DealHunter",2024-08-04
709,"TargetedShopper",2024-01-02
710,"Explorer",2024-05-04
711,"Explorer",2025-09-08
712,"HighIntent",2025-07-08
713,"TargetedShopper",2024-05-29
714,"TargetedShopper",2024-10-01
715,"TargetedShopper",2025-08-21
716,"TargetedShopper",2024-12-16
717,"HighIntent",2024-10-12
718,"TargetedShopper",2025-07-08
719,"Explorer",2024-12-13
720,"Explorer",2024-01-16
721,"HighIntent",2025-04-13
722,"DealHunter",2025-02-11
723,"Explorer",2024-01-18
724,"TargetedShopper",2024-09-10
725,"TargetedShopper",2024-01-01
726,"HighIntent",2024-12-19
727,"Explorer",2024-12-08
728,"Explorer",2025-05-12
729,"Explorer",2025-07-12
730,"TargetedShopper",2024-09-16
731,"DealHunter",2024-07-04
732,"TargetedShopper",2025-09-11
733,"Explorer",2024-06-14
734,"TargetedShopper",2024-03-12
735,"TargetedShopper",2025-06-10
736,"Explorer",2024-11-27
737,"Explorer",2025-07-02
738,"TargetedShopper",2025-10-16
739,"DealHunter",2024-05-05
740,"HighIntent",2024-01-21
741,"TargetedShopper",2025-03-08
742,"HighIntent",2025-10-01
743,"TargetedShopper",2025-10-31
744,"Explorer",2024-01-28
745,"TargetedShopper",2025-07-15
746,"TargetedShopper",2024-05-25
747,"HighIntent",2025-03-10
748,"DealHunter",2024-11-06
749,"DealHunter",2024-01-06
750,"Explorer",2024-08-19
751,"TargetedShopper",2024-09-26
752,"DealHunter",2025-01-06
753,"DealHunter",2025-09-19
754,"DealHunter",2024-09-17
755,"DealHunter",2024-11-14
756,"Explorer",2025-04-08
757,"TargetedShopper",2024-10-16
758,"Explorer",2025-10-08
759,"TargetedShopper",2025-03-29
760,"TargetedShopper",2024-08-30
761,"Explorer",2024-10-26
762,"TargetedShopper",2025-01-25
763,"TargetedShopper",2024-06-13
764,"Explorer",2024-03-09
765,"TargetedShopper",2024-04-30
766,"DealHunter",2025-02-24
767,"TargetedShopper",2025-02-05
768,"HighIntent",2024-12-05
769,"DealHunter",2025-04-19
770,"Explorer",2024-03-20
771,"Explorer",2024-11-19
772,"DealHunter",2024-06-05
773,"HighIntent",2024-06-12
774,"Explorer",2024-05-28
775,"Explorer",2024-08-27
776,"TargetedShopper",2024-12-20
777,"Explorer",2025-08-27
778,"Explorer",2025-10-13
779,"Explorer",2024-01-20
780,"Explorer",2024-05-15
781,"Explorer",2025-01-07
782,"HighIntent",2025-08-31
783,"DealHunter",2024-04-07
784,"Explorer",2024-01-28
785,"TargetedShopper",2024-08-04
786,"DealHunter",2025-07-26
787,"TargetedShopper",2024-09-21
788,"DealHunter",2024-03-24
789,"Explorer",2024-03-18
790,"DealHunter",2024-09-01
791,"TargetedShopper",2025-06-15
792,"TargetedShopper",2024-02-26
793,"TargetedShopper",2024-12-14
794,"DealHunter",2024-05-22
795,"DealHunter",2024-12-06
796,"Explorer",2025-07-18
797,"TargetedShopper",2025-09-08
798,"TargetedShopper",2024-11-09
799,"Explorer",2024-06-05
800,"Explorer",2025-05-15
801,"TargetedShopper",2024-02-02
802,"TargetedShopper",2025-07-17
803,"Explorer",2025-03-07
804,"TargetedShopper",2025-06-11
805,"Explorer",2025-10-14
806,"TargetedShopper",2024-09-07
807,"DealHunter",2025-09-28
808,"TargetedShopper",2025-03-25
809,"HighIntent",2024-06-12
810,"DealHunter",2025-03-15
811,"DealHunter",2024-09-07
812,"Explorer",2024-07-10
813,"TargetedShopper",2025-10-12
814,"TargetedShopper",2025-10-27
815,"TargetedShopper",2025-07-27
816,"Explorer",2025-01-01
817,"HighIntent",2024-03-15
818,"TargetedShopper",2024-03-01
819,"Explorer",2025-07-29
820,"HighIntent",2024-08-14
821,"TargetedShopper",2024-10-08
822,"DealHunter",2024-10-25
823,"TargetedShopper",2024-09-09
824,"TargetedShopper",2025-01-02
825,"TargetedShopper",2025-07-31
826,"Explorer",2025-10-14
827,"Explorer",2024-11-03
828,"DealHunter",2024-11-09
829,"Explorer",2024-09-30
830,"TargetedShopper",2025-04-13
831,"Explorer",2024-01-17
832,"Explorer",2025-05-30
833,"HighIntent",2025-09-22
834,"HighIntent",2024-02-05
835,"Explorer",2025-03-24
836,"DealHunter",2025-07-09
837,"TargetedShopper",2025-10-19
838,"HighIntent",2025-06-08
839,"TargetedShopper",2025-03-08
840,"TargetedShopper",2024-08-06
841,"DealHunter",2024-12-30
842,"TargetedShopper",2024-02-05
843,"Explorer",2024-12-25
844,"Explorer",2024-02-09
845,"TargetedShopper",2024-02-27
846,"TargetedShopper",2025-03-13
847,"DealHunter",2025-01-10
848,"TargetedShopper",2024-08-06
849,"DealHunter",2025-02-14
850,"DealHunter",2024-04-05
851,"TargetedShopper",2024-08-01
852,"TargetedShopper",2024-12-25
853,"Explorer",2025-04-02
854,"Explorer",2025-01-26
855,"Explorer",2024-10-07
856,"DealHunter",2025-04-28
857,"TargetedShopper",2025-03-22
858,"DealHunter",2025-07-02
859,"TargetedShopper",2024-09-14
